movie_id,title,language,budget,revenue,release_date,year,release_month,runtime,popularity,tmdb_vote_count,rating_count,analysis_vote_count,avg_rating,roi,genres,primary_genre
27629,Here Comes the Groom,en,0,0,1951-09-20,1951,9,113,0.2721,2,0,2,,,Comedy|Music|Romance,Comedy
27631,"Richard Pryor: I Ain't Dead Yet, #*%$#@!!",en,0,0,2003-01-01,2003,1,40,0.8512,0,0,0,,,Comedy,Comedy
27632,La maschera del demonio,it,0,0,1960-08-11,1960,8,87,4.6834,79,1,79,6.0,,Horror,Horror
27635,Reign of Terror,en,0,0,1949-10-15,1949,10,89,0.8907,6,0,6,,,Drama,Drama
27636,La frusta e il corpo,en,66500,0,1963-08-29,1963,8,87,2.227,25,0,25,,,Horror|Mystery,Horror
27637,Horst Schlämmer - Isch kandidiere!,de,0,0,2009-08-20,2009,8,96,1.4615,15,0,15,,,Comedy,Comedy
27638,Rio,en,0,0,1939-12-29,1939,12,77,0.3264,1,0,1,,,Crime,Crime
27642,Queen of Blood,en,0,0,1966-03-01,1966,3,81,1.3625,13,0,13,,,Horror|Science Fiction,Horror
27644,Ride Lonesome,en,0,0,1959-02-15,1959,2,73,1.6485,29,0,29,,,Action|Western,Action
27645,200 Motels,en,679000,0,1971-11-10,1971,11,98,1.3072,5,1,5,2.0,,Comedy|Documentary|Fantasy|Music|Science Fiction,Comedy
27646,Night of the Demons,en,10000000,0,2009-08-30,2009,8,93,3.5374,42,0,42,,,Horror,Horror
27651,Puppet Master: Axis of Evil,en,0,0,2010-01-15,2010,1,81,0.867,8,0,8,,,Horror,Horror
27653,An American Tail: The Mystery of the Night Monster,en,0,0,1999-02-04,1999,2,78,5.833,30,0,30,,,Adventure|Animation|Family|Fantasy|Mystery|Science Fiction,Adventure
27655,Tales of Manhattan,en,0,0,1942-08-05,1942,8,118,1.7505,8,0,8,,,Comedy|Drama|Romance,Comedy
27658,Cockfighter,en,0,0,1974-08-01,1974,8,83,1.0446,8,0,8,,,Drama,Drama
27662,Deep Space,en,1500000,0,1988-05-01,1988,5,90,0.7853,4,0,4,,,Horror|Science Fiction,Horror
27665,Uninvited Guest,en,0,170832,1999-06-01,1999,6,116,0.2691,2,0,2,,,Drama|Thriller,Drama
27671,Pop Skull,en,2000,0,2007-07-06,2007,7,86,0.2227,3,0,3,,,Horror|Thriller,Horror
27674,Wolves of Wall Street,en,0,0,2002-12-31,2002,12,85,0.7765,4,0,4,,,Horror,Horror
27678,Barbarians at the Gate,en,0,0,1993-03-20,1993,3,107,1.6857,12,1,12,8.0,,Comedy|Drama,Comedy
27679,D.C. Cab,en,0,0,1983-12-16,1983,12,100,1.73,18,0,18,,,Adventure|Comedy|Crime,Adventure
27681,Wish Upon a Star,en,0,0,1996-11-12,1996,11,89,3.3327,42,1,42,10.0,,Comedy|Family|Fantasy,Comedy
27683,The Last Time,en,0,0,2006-10-01,2006,10,96,3.5872,19,0,19,,,Drama|Romance,Drama
27686,State Fair,en,0,0,1945-08-29,1945,8,96,1.8163,19,2,19,7.5,,Music|Romance,Music
27696,The Thirsting,en,350000,0,2006-01-01,2006,1,90,0.1169,1,0,1,,,Horror,Horror
27698,キサラギ,ja,0,0,2007-06-16,2007,6,0,1.1769,8,0,8,,,Comedy|Mystery,Comedy
27699,Gritos en la noche,es,0,0,1962-05-14,1962,5,90,0.9187,9,0,9,,,Horror|Thriller,Horror
27703,Sette note in nero,it,0,0,1977-08-10,1977,8,95,2.5816,34,0,34,,,Horror|Mystery|Thriller,Horror
27706,Il medaglione insanguinato,en,0,0,1975-04-22,1975,4,90,0.4922,8,0,8,,,Horror,Horror
27709,The Satan Bug,en,0,0,1965-03-26,1965,3,114,1.3677,11,0,11,,,Crime|Mystery|Science Fiction|Thriller,Crime
27711,Killjoy,en,150000,0,2000-10-24,2000,10,72,0.5313,10,0,10,,,Horror,Horror
27712,Killjoy 2: Deliverance from Evil,en,30000,0,2002-01-08,2002,1,77,0.5256,5,0,5,,,Horror,Horror
27716,Coonskin,en,0,0,1975-08-20,1975,8,100,2.6749,25,0,25,,,Action|Animation|Comedy|Crime|Drama,Action
27717,The Phantom Planet,en,0,0,1961-12-13,1961,12,82,0.9994,14,0,14,,,Science Fiction,Science Fiction
27719,The Peacekeeper,en,0,0,1998-01-18,1998,1,98,1.1313,9,0,9,,,Action|Thriller,Action
27721,Barda,en,0,0,2007-01-01,2007,1,95,1.96,11,0,11,,,Drama,Drama
27723,Psycho Beach Party,en,1500000,0,2000-08-06,2000,8,95,3.8984,26,0,26,,,Comedy,Comedy
27724,Psychopathia Sexualis,en,0,0,2006-06-08,2006,6,102,0.4749,1,0,1,,,Drama|Romance,Drama
27725,High Sierra,en,455000,0,1941-01-25,1941,1,100,6.277,66,3,66,6.33,,Adventure|Crime|Drama|Thriller,Adventure
27726,Q,en,0,0,1982-10-29,1982,10,93,3.3865,40,0,40,,,Drama|Fantasy|Horror,Drama
27730,La revanche des mortes vivantes,en,0,0,1987-09-16,1987,9,82,1.6372,6,0,6,,,Foreign|Horror,Foreign
27735,Wonderful World,en,0,0,2009-01-01,2009,1,89,4.0336,13,0,13,,,Comedy|Drama|Romance,Comedy
27738,Russkies,en,0,2189047,1987-11-06,1987,11,99,1.184,5,0,5,,,Drama|Family,Drama
27739,The Zombie Chronicles,en,0,0,2001-01-01,2001,1,71,0.0367,1,0,1,,,,Unknown
27740,A Return to Salem's Lot,en,12000000,0,1987-05-01,1987,5,101,2.7315,18,0,18,,,Horror,Horror
27742,降霊,ja,0,0,2000-08-07,2000,8,118,0.8469,8,0,8,,,Drama|Horror,Drama
27743,Serial Killing 4 Dummys,en,0,0,2004-01-01,2004,1,89,0.2519,5,0,5,,,Comedy|Horror,Comedy
27745,The Filth and the Fury,en,0,0,2000-03-29,2000,3,108,2.7566,29,3,29,8.33,,Documentary|Music,Documentary
27748,15: The Movie,en,0,0,2003-04-27,2003,4,93,0.6514,9,0,9,,,Comedy|Crime|Drama|Foreign,Comedy
27757,The Little Engine That Could,en,0,0,1991-01-01,1991,1,30,0.0001,0,0,0,,,Action|Adventure|Family,Action
27759,55 Days at Peking,en,17000000,10000000,1963-05-06,1963,5,154,2.9725,38,0,38,,0.5882,Action|Drama|History,Action
27764,Slumber Party Massacre II,en,0,0,1987-10-30,1987,10,75,1.7181,30,1,30,6.0,,Comedy|Horror,Comedy
27766,Santa Claws,en,0,0,1996-10-22,1996,10,83,0.0368,1,0,1,,,Horror,Horror
27767,Slumber Party Massacre III,en,0,0,1990-09-07,1990,9,87,1.9861,20,1,20,6.0,,Comedy|Horror,Comedy
27768,Some Folks Call It a Sling Blade,en,0,0,1994-03-26,1994,3,25,0.4594,8,12,12,7.67,,Drama|Thriller,Drama
27769,Sometimes They Come Back,en,0,0,1991-05-07,1991,5,97,6.7893,60,0,60,,,Drama|Horror|Thriller,Drama
27770,Sometimes They Come Back... Again,en,3000000,0,1996-09-03,1996,9,98,2.6374,28,0,28,,,Horror,Horror
27771,Sometimes They Come Back... for More,en,0,0,1998-09-06,1998,9,89,1.9271,15,0,15,,,Horror,Horror
27777,The Racket,en,0,0,1928-11-01,1928,11,84,0.6999,4,0,4,,,Crime|Drama,Crime
27786,Steel Dawn,en,0,0,1987-11-06,1987,11,97,2.6056,33,0,33,,,Action|Adventure|Science Fiction,Action
27791,Strangeland,en,1100000,631221,1998-10-02,1998,10,86,2.3148,36,0,36,,0.5738,Horror,Horror
27793,The NeverEnding Story III,en,17000000,0,1994-10-26,1994,10,95,6.2524,105,10,105,5.4,,Fantasy,Fantasy
27799,花とアリス,ja,0,0,2004-03-13,2004,3,135,1.9067,25,0,25,,,Comedy|Drama|Romance,Comedy
27804,The Thing Called Love,en,14000000,0,1993-07-16,1993,7,116,2.9231,41,0,41,,,Drama|Music|Romance,Drama
27805,Stunt Rock,en,0,0,1978-01-01,1978,1,86,0.424,3,0,3,,,Action|Drama|Music,Action
27813,Basket Case,en,35000,0,1982-04-14,1982,4,91,6.6317,75,4,75,6.75,,Comedy|Horror,Comedy
27814,Brain Damage,en,0,0,1988-04-15,1988,4,86,4.8997,54,2,54,8.0,,Comedy|Horror,Comedy
27815,Basket Case 2,en,2500000,0,1990-03-02,1990,3,90,4.0528,33,1,33,9.0,,Horror,Horror
27816,Basket Case 3,en,0,0,1992-02-01,1992,2,90,2.452,23,1,23,8.0,,Horror,Horror
27824,The Last Man,en,0,0,2000-04-15,2000,4,95,0.995,3,0,3,,,Comedy,Comedy
27827,Manufacturing Dissent,en,0,0,2007-02-11,2007,2,97,0.2594,6,0,6,,,Documentary,Documentary
27832,The Corpse Grinders,en,47000,0,1971-05-19,1971,5,72,0.7838,6,0,6,,,Horror,Horror
27834,CQ,en,0,0,2001-05-12,2001,5,88,1.991,22,0,22,,,Comedy|Drama|Science Fiction,Comedy
27836,Summer Camp Nightmare,en,0,0,1987-04-17,1987,4,89,0.4128,3,0,3,,,Drama|Thriller,Drama
27840,Mark of the Astro-Zombies,en,0,0,2002-01-01,2002,1,86,0.392,3,0,3,,,Horror|Science Fiction,Horror
27841,They Might Be Giants,en,0,0,1971-06-09,1971,6,98,2.3036,19,4,19,7.0,,Comedy|Mystery|Thriller,Comedy
27843,東京ゾンビ,ja,0,0,2005-12-10,2005,12,103,1.1208,15,0,15,,,Comedy|Horror,Comedy
27845,Trees Lounge,en,0,0,1996-10-11,1996,10,95,3.4643,51,7,51,6.0,,Comedy|Drama,Comedy
27847,Universal Soldier III: Unfinished Business,en,0,0,1999-12-01,1999,12,95,2.322,9,0,9,,,Action|Science Fiction,Action
27850,Halloweentown,en,0,0,1998-11-10,1998,11,81,5.3182,97,0,97,,,Adventure|Comedy|Family|Fantasy|Horror|TV Movie,Adventure
27854,For Whom the Bell Tolls,en,3000000,0,1943-07-12,1943,7,170,14.3739,41,4,41,7.25,,Drama|History|Romance|Thriller,Drama
27857,Prick Up Your Ears,en,0,0,1987-04-17,1987,4,111,3.3286,27,4,27,6.75,,Drama,Drama
27858,PT 109,en,0,0,1963-06-19,1963,6,140,1.2566,3,0,3,,,Drama|War,Drama
27859,Rated X,en,0,0,2000-01-01,2000,1,115,5.7927,20,0,20,,,Drama,Drama
27861,Мимино,ru,0,0,1977-06-06,1977,6,92,1.4796,16,0,16,,,Comedy|Drama|Family,Comedy
27862,Ya Shagayu po Moskve,ru,0,0,1963-01-01,1963,1,78,2.0948,12,0,12,,,Comedy|Romance,Comedy
27864,The Lathe of Heaven,en,0,0,1980-01-01,1980,1,105,1.4225,10,0,10,,,Drama|Fantasy|Science Fiction|Thriller,Drama
27865,Le monde selon Monsanto,fr,0,0,2008-01-01,2008,1,108,0.5771,15,0,15,,,Documentary,Documentary
27866,Kevin Hart: I'm a Grown Little Man,en,0,0,2009-02-03,2009,2,72,1.7848,41,0,41,,,Comedy,Comedy
27873,Warlords of the 21st Century,en,1000000,3000000,1982-01-01,1982,1,91,0.8158,5,0,5,,3.0,Science Fiction,Science Fiction
27875,真夜中の弥次さん喜多さん,ja,0,0,2005-04-02,2005,4,124,0.0409,0,0,0,,,Action|Comedy|Foreign,Action
27881,Zombie Island Massacre,en,0,0,1984-11-20,1984,11,95,0.6373,5,0,5,,,Horror,Horror
27883,Macbeth,en,0,0,1948-10-01,1948,10,107,1.6638,21,0,21,,,Drama,Drama
27884,The Story of Robin Hood and His Merrie Men,en,0,0,1952-05-26,1952,5,0,0.7865,3,0,3,,,Action|Adventure,Action
27885,Just One of the Girls,en,0,0,1993-09-13,1993,9,91,7.8955,17,0,17,,,Comedy,Comedy
27886,Slaughter High,en,0,0,1986-01-01,1986,1,90,2.0564,26,0,26,,,Horror,Horror
27899,Little Caesar,en,0,0,1931-01-09,1931,1,79,9.02,63,1,63,8.0,,Action|Crime|Drama,Action
27902,Love Wrecked,en,0,0,2005-11-01,2005,11,87,6.6084,137,1,137,8.0,,Family|Romance,Family
27904,แสงศตวรรษ,th,0,0,2006-08-31,2006,8,105,1.8515,18,0,18,,,Drama|Romance,Drama
27905,L'isola degli uomini pesce,it,0,0,1979-01-18,1979,1,93,1.2732,13,0,13,,,Horror|Science Fiction,Horror
27906,Call of the Wild,en,0,270210,2009-06-12,2009,6,87,1.4094,5,0,5,,,Adventure,Adventure
27907,Spirit of the Marathon,en,0,0,2008-01-24,2008,1,104,0.215,4,0,4,,,Documentary,Documentary
27909,Alien degli abissi,en,0,0,1989-10-15,1989,10,90,0.1781,3,0,3,,,Horror|Science Fiction,Horror
27915,Balseros,es,0,62153,2002-04-12,2002,4,120,0.5259,2,0,2,,,Documentary,Documentary
27916,Redneck Zombies,en,0,0,1989-02-14,1989,2,84,1.8017,20,0,20,,,Horror,Horror
27917,Pool of London,en,0,0,1951-02-20,1951,2,85,1.3274,3,0,3,,,Crime|Drama,Crime
27918,The Invisible Ray,en,0,0,1936-01-20,1936,1,80,1.4864,11,0,11,,,Horror|Mystery|Science Fiction,Horror
27919,The Second Chance,en,1200000,0,2006-01-01,2006,1,103,0.7536,5,0,5,,,Drama,Drama
27920,Seryozha,en,0,0,1960-08-12,1960,8,80,0.3531,5,0,5,,,Comedy|Drama|Family,Comedy
27922,Не горюй!,ka,0,0,1969-06-06,1969,6,90,1.452,9,0,9,,,Comedy|Drama|Romance,Comedy
27923,Sovsem Propashchiy,en,0,0,1973-06-06,1973,6,93,0.3669,4,0,4,,,Adventure|Family,Adventure
27924,Osenniy Marafon,ru,0,0,1979-06-06,1979,6,89,1.095,14,0,14,,,Comedy|Drama,Comedy
27925,Slyozy Kapali,ru,0,0,1982-01-01,1982,1,89,0.557,4,0,4,,,Comedy|Drama|Fantasy,Comedy
27930,Rude Boy,en,0,0,1980-07-25,1980,7,133,1.1522,4,0,4,,,Music,Music
27932,Airport 1975,en,3000000,47000000,1974-10-18,1974,10,107,8.4805,79,9,79,5.56,15.6667,Action|Adventure|Drama|Thriller,Action
27934,12 стульев,ru,0,0,1976-12-31,1976,12,290,0.7783,16,0,16,,,Adventure|Comedy,Adventure
27935,Обыкновенное чудо,ru,0,0,1978-01-01,1978,1,137,1.6196,15,0,15,,,Comedy|Drama|Fantasy|Romance,Comedy
27936,Micmacs à tire-larigot,fr,33000000,14000000,2009-10-28,2009,10,100,5.2787,150,2,150,9.0,0.4242,Action|Comedy|Crime,Action
27937,Тот самый Мюнхгаузен,ru,0,0,1979-01-01,1979,1,142,1.2477,16,0,16,,,Comedy|Drama|Fantasy,Comedy
27939,"Дом, который построил Свифт",ru,0,0,1982-06-06,1982,6,138,0.0087,4,0,4,,,Comedy|Drama|Fantasy,Comedy
27940,Формула любви,ru,0,0,1984-01-01,1984,1,90,0.7198,11,0,11,,,Comedy|Romance,Comedy
27941,Lockjaw: Rise of the Kulev Serpent,en,0,0,2008-07-14,2008,7,0,0.6812,3,0,3,,,Family|Foreign|Horror|Science Fiction,Family
27942,Убить дракона,ru,0,0,1988-01-01,1988,1,123,0.6557,7,0,7,,,Drama|Fantasy,Drama
27944,Rain Fall,ja,7000000,0,2009-04-24,2009,4,111,1.4742,6,0,6,,,Action|Adventure|Thriller,Action
27945,Hombre,en,5860000,12000000,1967-03-21,1967,3,111,8.0195,55,0,55,,2.0478,Action|Drama|Western,Action
27952,Issız Adam,tr,0,0,2008-01-01,2008,1,113,1.2148,18,0,18,,,Drama|Romance,Drama
27953,Kabadayı,tr,0,10161213,2007-12-14,2007,12,140,1.111,13,0,13,,,Action|Crime|Drama,Action
27957,Nefes: Vatan Sağolsun,tr,2000000,13500000,2009-10-15,2009,10,128,1.3152,24,0,24,,6.75,Action|Adventure|Drama|History|War,Action
27958,Cruising,en,0,0,1980-09-23,1980,9,102,10.0396,89,2,89,4.5,,Action|Drama|Horror|Mystery|Thriller,Action
27960,Güneşi Gördüm,tr,0,0,2009-01-01,2009,1,0,0.8245,10,0,10,,,Drama,Drama
27966,King of the Underworld,en,0,0,1939-01-14,1939,1,67,1.0802,5,0,5,,,Crime|Drama|Romance,Crime
27967,Mockingbird Don't Sing,en,0,0,2001-05-04,2001,5,98,0.8089,7,0,7,,,Drama,Drama
27969,Turk 182!,en,1900000,0,1985-02-15,1985,2,102,1.4113,27,0,27,,,Action|Comedy|Drama,Action
27970,Werewolf of London,en,0,0,1935-05-13,1935,5,75,8.579,32,0,32,,,Drama|Fantasy|Horror,Drama
27972,Dark Victory,en,0,0,1939-04-22,1939,4,104,7.6077,34,3,34,7.67,,Drama|Romance,Drama
27973,Dead End,en,300000,0,1937-08-27,1937,8,93,2.1367,19,0,19,,,Crime|Drama,Crime
27974,Bullets or Ballots,en,0,0,1936-06-06,1936,6,82,2.2505,12,0,12,,,Crime|Drama|Thriller,Crime
27977,The Groove Tube,en,0,0,1974-06-23,1974,6,75,1.3415,3,1,3,9.0,,Comedy,Comedy
27978,The Woman on Pier 13,en,0,0,1949-10-08,1949,10,73,0.7682,5,0,5,,,Drama|Thriller,Drama
27983,"Yours, Mine and Ours",en,0,0,1968-04-24,1968,4,111,3.4951,28,2,28,6.0,,Comedy|Drama|Family,Comedy
27984,Far from Home,en,0,0,1989-06-30,1989,6,86,1.693,7,0,7,,,Thriller,Thriller
27985,Far from Home: The Adventures of Yellow Dog,en,0,0,1995-01-13,1995,1,87,2.6573,27,5,27,6.0,,Action|Adventure|Drama|Family,Action
27986,The Story of Temple Drake,en,0,0,1933-05-06,1933,5,70,0.2949,7,0,7,,,Crime|Drama,Crime
27989,Serious Moonlight,en,0,0,2009-12-04,2009,12,84,4.7472,52,0,52,,,Action|Comedy|Romance,Action
27991,The Little Giant,en,0,0,1933-05-20,1933,5,76,0.6319,6,0,6,,,Action|Comedy|Crime|Romance|Thriller,Action
27993,Senior Trip,en,0,0,1995-09-08,1995,9,91,5.0581,23,1,23,6.0,,Comedy,Comedy
27994,Sgt. Kabukiman N.Y.P.D.,en,0,0,1991-01-01,1991,1,105,1.2027,16,0,16,,,Action|Comedy|Fantasy,Action
27995,She's Gotta Have It,en,0,0,1986-08-08,1986,8,84,7.0567,29,8,29,6.88,,Comedy|Romance,Comedy
27996,Dr. Dolittle: Tail to the Chief,en,0,0,2008-03-04,2008,3,85,2.0218,36,0,36,,,Comedy|Family|Fantasy,Comedy
27997,Shock Treatment,en,0,0,1981-10-30,1981,10,94,2.0212,17,0,17,,,Comedy|Music,Comedy
27998,The Murder Man,en,0,0,1935-07-12,1935,7,69,0.918,1,0,1,,,Crime|Drama|Romance|Thriller,Crime
27999,The Killer Is Loose,en,0,0,1956-03-02,1956,3,73,1.1366,5,0,5,,,Drama|Thriller,Drama
28000,Somebody Up There Likes Me,en,1920000,3360000,1956-07-03,1956,7,113,2.7478,30,0,30,,1.75,Drama,Drama
28001,It's a Gift,en,0,0,1934-11-30,1934,11,68,1.8375,18,0,18,,,Comedy,Comedy
28005,Kama Sutra - A Tale of Love,en,3000000,4109095,1996-09-11,1996,9,117,7.1247,36,3,36,8.0,1.3697,Drama|History|Romance,Drama
28006,I See a Dark Stranger,en,0,0,1946-07-04,1946,7,112,1.1508,6,0,6,,,Drama|Thriller|War,Drama
28007,The Reckless Moment,en,0,0,1949-12-29,1949,12,82,1.5889,21,0,21,,,Thriller,Thriller
28013,Bangkok Hilton,en,0,0,1989-11-05,1989,11,265,1.2741,11,0,11,,,Drama,Drama
28018,Collision,en,0,0,2009-10-27,2009,10,87,0.558,3,0,3,,,Documentary|Drama,Documentary
28019,"Give 'em Hell, Malone",en,15000000,0,2009-01-01,2009,1,96,3.87,30,0,30,,,Action|Crime|Mystery|Thriller,Action
28023,Riot in Cell Block 11,en,0,0,1954-02-28,1954,2,80,1.0097,11,0,11,,,Crime,Crime
28025,Moonlight Serenade,en,0,0,2009-01-01,2009,1,91,0.4113,2,0,2,,,Drama|Romance,Drama
28026,Prey for Rock & Roll,en,0,0,2003-01-20,2003,1,104,0.8344,6,0,6,,,Drama|Music,Drama
28028,Sonny,en,110,0,2002-10-26,2002,10,110,4.3875,15,0,15,,,Crime|Drama,Crime
28029,A Walk on the Moon,en,14000000,0,1999-01-29,1999,1,107,7.7036,21,5,21,7.0,,Drama|Romance,Drama
28030,Genghis Blues,en,0,0,1999-07-19,1999,7,87,0.6924,6,1,6,7.0,,Documentary|Music,Documentary
28031,If These Walls Could Talk 2,en,0,0,2000-03-05,2000,3,96,2.8669,26,0,26,,,Drama|Romance,Drama
28032,Thumbelina,en,28000000,11373501,1994-03-30,1994,3,87,13.8562,117,3,117,5.33,0.4062,Animation|Drama|Family|Fantasy,Animation
28033,Stuart Saves His Family,en,0,0,1995-04-12,1995,4,95,1.3909,6,5,6,7.2,,Comedy|Drama,Comedy
28036,Horror Business,en,15000,0,2005-01-01,2005,1,82,0.0377,1,0,1,,,Documentary,Documentary
28039,Xin du bi dao,zh,0,0,1971-02-07,1971,2,102,0.7686,13,0,13,,,Action|Drama|History|War,Action
28043,I tre volti della paura,it,0,0,1963-08-22,1963,8,92,4.3633,72,1,72,6.0,,Horror,Horror
28044,Charlie Chan at the Opera,en,0,0,1936-12-05,1936,12,68,1.4301,14,0,14,,,Crime|Drama|Mystery|Thriller,Crime
28046,The Ghoul,en,0,0,1933-08-01,1933,8,77,1.3808,13,0,13,,,Action|Drama|Horror|Mystery|Romance,Action
28047,Phoenix,en,0,0,1998-09-04,1998,9,107,1.6439,14,0,14,,,Crime|Drama|Romance|Thriller,Crime
28049,Operazione paura,it,0,0,1966-07-08,1966,7,85,2.2308,38,0,38,,,Horror|Mystery|Thriller,Horror
28050,Il rosso segno della follia,it,0,0,1970-06-02,1970,6,83,1.4916,19,0,19,,,Foreign|Horror,Foreign
28051,5 bambole per la luna d'agosto,it,0,0,1970-02-14,1970,2,88,1.4337,20,0,20,,,Horror|Mystery|Thriller,Horror
28053,City Island,en,6000000,6670712,2009-03-06,2009,3,104,7.016,114,4,114,7.75,1.1118,Comedy|Drama,Comedy
28054,Suburbia,en,0,0,1984-04-13,1984,4,94,1.7788,18,3,18,7.67,,Drama|Music,Drama
28055,Sei donne per l'assassino,it,0,0,1964-03-13,1964,3,88,5.5419,53,1,53,6.0,,Horror|Mystery|Thriller,Horror
28058,Ercole al centro della terra,it,0,0,1961-11-16,1961,11,91,0.858,6,0,6,,,Adventure|Fantasy|Horror,Adventure
28059,SubUrbia,en,0,656747,1996-02-07,1996,2,121,8.6794,32,1,32,6.0,,Comedy|Drama,Comedy
28061,I vampiri,it,0,0,1957-04-05,1957,4,85,0.7506,13,0,13,,,Horror,Horror
28062,När mörkret faller,sv,0,0,2006-10-20,2006,10,133,1.0443,4,0,4,,,Drama|Thriller,Drama
28063,Caltiki il mostro immortale,it,0,0,1959-08-07,1959,8,76,0.5443,6,0,6,,,Adventure|Horror|Science Fiction|Thriller,Adventure
28064,Nude... si muore,en,0,0,1968-02-20,1968,2,94,1.4833,5,0,5,,,Foreign|Mystery,Foreign
28067,El buque maldito,es,0,0,1974-06-28,1974,6,89,1.7916,12,0,12,,,Horror,Horror
28068,Las garras de Lorelei,es,0,0,1974-02-23,1974,2,85,0.3376,7,0,7,,,Horror,Horror
28070,Surf Nazis Must Die,en,0,0,1987-07-03,1987,7,83,1.7889,21,2,21,2.0,,Horror|Science Fiction,Horror
28071,La noche de las gaviotas,es,0,0,1975-01-01,1975,1,89,2.0093,8,0,8,,,Horror,Horror
28072,La endemoniada,es,0,0,1975-03-03,1975,3,90,0.2788,0,0,0,,,Horror,Horror
28073,Curse of the Crimson Altar,en,0,0,1968-12-01,1968,12,87,1.635,12,0,12,,,Horror|Mystery,Horror
28089,The Messenger,en,6500000,1521261,2009-11-13,2009,11,113,5.4999,120,1,120,7.0,0.234,Drama|History,Drama
28090,Maniac Cop 2,en,4000000,0,1990-12-13,1990,12,90,2.4124,42,0,42,,,Action|Horror|Thriller,Action
28093,In Which We Serve,en,0,0,1942-09-16,1942,9,115,0.8618,18,0,18,,,Drama|War,Drama
28100,Carousel,en,0,0,1956-02-16,1956,2,128,3.2036,23,1,23,6.0,,Music,Music
28101,Chicago Massacre: Richard Speck,en,0,0,2007-04-15,2007,4,92,0.6968,9,0,9,,,Drama|Horror|Thriller,Drama
28105,Word Wars,en,0,0,2004-05-28,2004,5,80,0.5499,7,0,7,,,Documentary,Documentary
28110,Dillinger,en,1000000,2000000,1973-07-20,1973,7,107,8.0058,23,0,23,,2.0,Action|Crime|Drama,Action
28115,Dillinger,en,0,0,1945-03-02,1945,3,70,1.6197,9,0,9,,,Action|Crime|Drama|Thriller,Action
28117,Delirious,en,18000000,5546827,1991-08-09,1991,8,96,1.3372,27,3,27,7.33,0.3082,Comedy|Fantasy|Romance,Comedy
28118,The Gruffalo,en,0,0,2009-12-25,2009,12,27,8.5759,53,0,53,,,Animation|Family,Animation
28120,Crossfire,en,0,0,1947-07-22,1947,7,86,3.7704,26,1,26,7.0,,Crime|Drama|Mystery|Thriller,Crime
28121,A Thin Line Between Love and Hate,en,0,0,1996-04-04,1996,4,108,2.2567,15,1,15,4.0,,Comedy|Crime|Romance|Thriller,Comedy
28123,Safe House,en,0,0,1998-07-01,1998,7,112,1.109,7,0,7,,,Thriller,Thriller
28124,Seems Like Old Times,en,0,43995918,1980-12-19,1980,12,102,9.8964,38,2,38,3.0,,Comedy|Romance,Comedy
28131,Pulp,en,0,0,1972-11-01,1972,11,95,1.3973,8,0,8,,,Crime|Drama|Mystery,Crime
28134,The Impostors,en,0,2197921,1998-05-18,1998,5,101,2.534,18,2,18,8.0,,Comedy,Comedy
28136,Popatopolis,en,250000,0,2009-06-10,2009,6,75,0.8134,7,0,7,,,Documentary,Documentary
28138,Dinosaur Island,en,0,0,1994-03-23,1994,3,85,2.0022,7,0,7,,,Adventure|Comedy|Fantasy,Adventure
28145,"They Shoot Horses, Don't They?",en,0,0,1969-12-10,1969,12,129,4.9049,51,10,51,7.4,,Drama,Drama
28148,Ninja III: The Domination,en,0,0,1984-09-14,1984,9,92,2.314,18,0,18,,,Action|Horror,Action
28153,It's Alive,en,0,0,1974-10-15,1974,10,91,2.5646,39,0,39,,,Horror,Horror
28155,It Lives Again,en,0,0,1978-05-10,1978,5,91,1.5593,17,0,17,,,Horror,Horror
28156,The Baby,en,0,0,1973-03-01,1973,3,84,1.2615,20,0,20,,,Horror|Thriller,Horror
28159,It Lives By Night,en,0,0,1974-01-15,1974,1,95,0.3539,5,0,5,,,Horror,Horror
28162,A Matter of Life and Death,en,0,0,1946-08-22,1946,8,104,6.4869,73,0,73,,,Drama|Fantasy|Romance,Drama
28165,The Toxic Avenger Part II,en,0,0,1989-02-24,1989,2,96,2.5538,39,3,39,4.67,,Action|Comedy|Horror,Action
28169,The Toxic Avenger Part III: The Last Temptation of Toxie,en,0,0,1989-11-24,1989,11,102,1.8838,28,2,28,5.0,,Action|Comedy|Horror|Science Fiction,Action
28170,The Gore Gore Girls,en,63500,0,1972-12-15,1972,12,81,2.4157,17,0,17,,,Comedy|Horror|Mystery,Comedy
28171,Safar e Ghandehar,en,0,0,2001-05-11,2001,5,85,1.4621,21,3,21,6.67,,Drama,Drama
28172,Blood Feast,en,24500,4000000,1963-06-06,1963,6,67,1.7834,26,1,26,7.0,163.2653,Horror,Horror
28173,Troma's War,en,0,0,1988-12-09,1988,12,105,0.9125,12,0,12,,,Action|Comedy|Horror,Action
28176,Tucker: The Man and His Dream,en,0,0,1988-08-12,1988,8,110,4.6479,71,9,71,6.67,,Drama,Drama
28177,Two Thousand Maniacs!,en,65000,0,1964-03-20,1964,3,87,1.6824,30,1,30,6.0,,Horror,Horror
28178,Hachi: A Dog's Tale,en,16000000,47801389,2009-06-13,2009,6,93,8.6214,1769,5,1769,9.0,2.9876,Drama|Family,Drama
28180,Color Me Blood Red,en,50000,0,1965-10-13,1965,10,79,0.6493,16,0,16,,,Horror,Horror
28187,State Fair,en,0,0,1962-03-09,1962,3,118,0.2423,4,0,4,,,,Unknown
